temperature,pressure,vibration,humidity,equipment,faulty,active_power,reactive_power,label_elec,event,rul
79.61987189071841,37.33327146551237,0.8757091554501177,41.97222325131404,Compressor,0.0,38005.0,10703.0,normal,False,7
59.07878799651433,35.090959270387955,1.249052942501165,70.84071273652489,Compressor,0.0,75276.0,48168.0,normal,False,6
73.24166352488442,59.941449033664384,1.6436101725876398,37.35812404008295,Compressor,0.0,79092.0,44540.0,normal,False,5
68.70965884870216,34.94932687627795,1.456652923207311,59.85620913336597,Compressor,0.0,37195.5,32563.0,normal,False,4
83.9025532751199,35.270964395481954,1.6147936984878508,68.13673083795204,Compressor,0.0,27006.0,66130.0,warn,False,3
54.89958788014748,33.61898917593218,1.5695842308663104,64.9831154374968,Compressor,0.0,35752.0,20302.0,normal,False,2
67.61067900830305,38.24659269339051,1.3409096412366586,39.18811521961008,Compressor,0.0,74810.0,46050.0,normal,False,1
55.02742354821356,30.27027504606101,1.4925147909845229,46.397782286939645,Compressor,0.0,24088.0,29675.0,alert,True,0
71.75286778933923,49.11860707033389,1.4360015123933023,59.83906155332924,Compressor,0.0,152132.0,52336.0,normal,False,3
74.75430682526624,43.45030786996898,1.4672354422555245,41.34677673952197,Compressor,0.0,1460.25,249.75,normal,False,2
60.235999513362025,36.28548398500522,1.1667600365182595,69.84976882495215,Compressor,0.0,40753.0,21787.0,normal,False,1
84.31152117761741,41.07553739058066,2.6732006619966997,62.816054414959424,Compressor,0.0,13806.0,17942.5,alert,True,0
63.322204435311136,26.121998976893806,1.7585001512569676,44.06144009882532,Compressor,0.0,4977.75,11112.5,warn,False,4
54.84808937801448,39.873084152428106,1.5793416618093643,64.42591621445372,Compressor,0.0,33692.0,9952.0,normal,False,3
66.0638841796699,10.3395025988541,1.5759095463718793,47.06392841002374,Compressor,0.0,41206.0,21776.0,normal,False,2
65.79354677234642,47.86332048895326,2.208417041069401,63.919956981126695,Compressor,0.0,38952.0,10809.0,normal,False,1
77.15805552123602,38.941124804196015,3.965478665378277,79.27422478713493,Compressor,1.0,84098.0,41150.0,normal,True,0
85.00759790634311,50.11423036403197,2.1505649260892863,38.12593845146319,Compressor,0.0,4543.5,3116.75,normal,False,5
70.4128745558744,32.72391756528622,1.8212372232863092,37.67841975251957,Compressor,0.0,35852.0,20060.0,normal,False,4
59.64757677580626,43.47652458098717,1.9300425338714104,55.09663107710123,Compressor,0.0,31386.0,7490.0,normal,False,3
76.68654804757907,28.547922967795344,1.3051189319417844,56.71850307175194,Compressor,0.0,87132.0,52840.0,normal,False,2
60.01693224708945,33.510814248274805,1.8144069141663808,28.86356585615048,Compressor,0.0,157948.0,52816.0,normal,False,1
75.3629090951719,32.92988470502097,1.1412506989577893,46.54593048167466,Compressor,0.0,47940.0,38844.0,alert,True,0
79.17861947054776,44.34193540422224,1.1391517729922789,48.9201653325473,Compressor,0.0,74496.0,42924.0,normal,False,3
67.01179910970797,23.58828870861004,1.3842252530273522,46.86738562255962,Compressor,0.0,92064.0,52316.0,normal,False,2
70.43514668643466,34.76946718729101,0.7374471794928197,52.81210529955878,Compressor,0.0,-2684.0,6492.0,warn,False,1
117.16076125764364,54.15224393949286,4.512689275312825,78.34137059661239,Compressor,1.0,71906.0,43956.0,normal,True,0
65.22354417395995,55.5820191139558,1.162480494290266,47.99546086647065,Compressor,0.0,57072.0,20356.0,normal,False,4
61.81801116577693,21.35232724087412,2.2285509131137027,53.864461835180464,Compressor,0.0,6468.75,3050.75,normal,False,3
67.18672442881787,34.394631418743494,1.6793706940541515,58.36230976410867,Compressor,0.0,45126.0,22050.0,normal,False,2
70.6934433703625,42.96134132126885,1.0646786045166667,50.512435116530206,Compressor,0.0,49938.0,10650.0,normal,False,1
131.4206923961483,52.37367968020746,4.977295458157817,15.01336982231023,Compressor,1.0,56064.0,33438.0,normal,True,0
69.51911492669227,44.58694855498768,2.1398070595888736,57.03603868078736,Compressor,0.0,1379.0,1113.0,alert,True,0
71.64294765370569,31.72543828330652,1.305615624785209,46.367364608632826,Compressor,0.0,13068.25,20593.75,warn,False,1
18.534630261591687,70.97672847766145,2.806876265482233,72.26100790786288,Compressor,1.0,80680.0,45496.0,normal,True,0
101.7041972819861,59.81508076630069,2.6902725540888084,13.40378955836913,Compressor,1.0,8769.5,14683.5,warn,True,0
76.86260190374513,39.999228757232345,2.043431744860918,63.95707481867505,Compressor,0.0,40998.5,21217.5,normal,False,1
118.4449549882954,27.11786612749452,3.4274111120614856,38.750175013133024,Compressor,1.0,72812.0,45292.0,normal,True,0
72.88693629279857,39.63127854455308,2.097074074006563,52.86684819874343,Compressor,0.0,105024.0,49440.0,normal,False,5
77.30958976376216,49.0997853189569,1.140983458913863,67.36323808849889,Compressor,0.0,84220.0,52068.0,normal,False,4
60.54493120057269,38.9130444531943,1.3819829049219796,52.52192150698093,Compressor,0.0,157912.0,69000.0,normal,False,3
82.29990368438683,41.1435013081323,1.713283955891839,51.68667760019292,Compressor,0.0,28109.0,-8366.0,normal,False,2
63.50722454933993,30.529603423501275,1.399456032199816,39.50785230992835,Compressor,0.0,35302.0,19828.0,normal,False,1
136.8441449184553,64.13436994677622,0.6407514763170358,31.30028187364686,Compressor,1.0,29040.0,19738.0,normal,True,0
84.51001438131337,41.18838092085615,1.7015850833171948,49.8446184126348,Compressor,0.0,26534.0,18810.0,normal,False,3
41.676740750158594,36.48874416700748,1.1271897664139132,49.17749913346676,Compressor,0.0,5819.0,22197.0,warn,False,2
76.26613637263071,38.38102893754053,1.336092344880321,48.692996732674594,Compressor,0.0,158428.0,68936.0,normal,False,1
92.9268279860838,26.91531742620603,1.0726102352795102,84.47879012070042,Compressor,1.0,79148.0,42000.0,normal,True,0
106.78920406471175,47.926056036747326,1.4338626537604964,56.26169159225612,Compressor,1.0,93524.0,50896.0,normal,True,0
81.24776719985812,33.07681219449271,2.383121204835927,35.44103878460014,Compressor,0.0,22770.0,43251.0,warn,False,1
59.98379990105085,31.114570043399624,1.756837607896653,43.0377161962782,Compressor,0.0,40730.0,31482.0,alert,True,0
60.77834675822375,36.643645496290425,1.217848527094687,59.31469519553989,Compressor,0.0,5114.25,10183.0,warn,False,5
69.08031533796954,50.911077110038825,0.0529074712142081,67.14941887549244,Compressor,0.0,42272.0,30398.0,normal,False,4
82.12129204233486,38.55114271234309,1.3785428844563612,59.04763901729014,Compressor,0.0,72342.0,34556.0,normal,False,3
69.41279572895371,37.82431398732001,1.0378479157593317,52.24944150537023,Compressor,0.0,77642.0,35932.0,normal,False,2
75.62969236690572,19.99994090022451,1.3845755160481448,40.23068178909436,Compressor,0.0,25748.0,18500.0,normal,False,1
140.19472568890708,33.99864987407912,1.4963941801244474,68.59989466289473,Compressor,1.0,42898.0,12734.0,normal,True,0
41.24403843729364,53.00217983941467,0.4829729082043404,29.319128867918216,Compressor,1.0,45628.0,125768.0,warn,True,0
78.9206759973172,29.449867140026,1.4652669741937123,32.71024399795212,Compressor,0.0,41438.0,23788.0,normal,False,6
72.49548189598077,22.093054110360484,1.4613552499253086,50.35601967905034,Compressor,0.0,1047.5,2225.5,warn,False,5
70.99332305429226,43.233443489023735,2.166967819943974,50.71631276776169,Compressor,0.0,34594.0,19416.0,normal,False,4
68.35758014967968,40.180847860536566,1.0951777701481775,24.97391109392578,Compressor,0.0,84264.0,45540.0,normal,False,3
87.02514658129606,48.39416612856904,1.2052414337517443,40.26642580565903,Compressor,0.0,40610.0,21583.5,normal,False,2
68.49679539728128,28.198418033482756,2.05158696939682,56.73169814820252,Compressor,0.0,27044.0,14492.0,normal,False,1
61.69049883588962,53.31032528704232,2.1939229851729865,40.66972029158735,Compressor,0.0,13455.5,20791.25,alert,True,0
78.3019181186261,29.629539269031312,1.7442600692370045,51.79127813778956,Compressor,0.0,25134.0,19145.0,alert,True,0
69.4609515099426,33.41144650495232,1.654569093667399,44.74339682756146,Compressor,0.0,79248.0,42068.0,normal,False,11
68.86871947484259,28.23448550842782,0.8275566096094003,38.174306114713545,Compressor,0.0,48484.0,26984.0,normal,False,10
77.97994549612237,42.49104107693298,1.5209590201193128,47.6546740748192,Compressor,0.0,95524.0,44568.0,normal,False,9
61.65815151267376,48.46118075210638,1.1098116976345749,40.08654252307461,Compressor,0.0,24949.0,-7425.0,normal,False,8
67.47236744903815,24.398742758417903,0.7855669247751689,46.89222821212322,Compressor,0.0,1534.0,1108.5,normal,False,7
69.08043217395735,32.30378900254899,1.5612775784753858,52.49675027987784,Compressor,0.0,92952.0,46868.0,normal,False,6
75.08725023229934,25.65707754166632,1.9452040025934203,64.54664291385046,Compressor,0.0,84852.0,41088.0,normal,False,5
75.4673356820138,33.841065958831244,0.6572538035657113,39.616223572994485,Compressor,0.0,81636.0,41348.0,normal,False,4
80.10274586836016,33.13538246359342,1.9632600921732224,42.377499666766965,Compressor,0.0,57664.0,33766.0,normal,False,3
79.28932013532216,30.36696930394499,0.7951603526701755,37.68583830933812,Compressor,0.0,26411.0,18309.0,normal,False,2
75.52489954417148,31.1554046943802,1.2686776290593509,61.78724086585622,Compressor,0.0,31333.0,10272.0,normal,False,1
86.35635910335834,74.17327869750751,4.813525573044547,75.50699331390571,Compressor,1.0,94212.0,39224.0,normal,True,0
101.52056734512084,28.242376010376137,1.1360250662628435,45.30671818682448,Compressor,0.0,71348.0,22384.0,normal,False,5
77.55665838744315,24.15566511068699,2.706188326961923,49.85801930235338,Compressor,0.0,72394.0,38440.0,normal,False,4
59.26311341082247,41.77416887206596,0.5519990525410554,64.47454832346205,Compressor,0.0,35740.4,18347.9,normal,False,3
80.2944055592704,27.65106833181574,1.777647095006808,42.8354148363872,Compressor,0.0,7108.0,10308.0,warn,False,2
68.4216249015974,21.3412563708032,1.5426522575237271,70.70458315354071,Compressor,0.0,22930.0,43871.0,warn,False,1
59.28946320350951,37.18106811455532,1.8004568912076673,62.38856034058374,Compressor,0.0,10357.5,9180.5,alert,True,0
67.86552848288153,40.7533493308435,1.2077951126558806,50.8037940020917,Compressor,0.0,29005.0,9996.0,normal,False,5
80.97152711753695,28.54784134034751,1.112987174818697,49.61382866451285,Compressor,0.0,86812.0,41968.0,normal,False,4
71.7136828118997,20.291851013823432,1.397353739185743,47.53840175681479,Compressor,0.0,55304.0,33674.0,normal,False,3
79.01728697140274,19.29313085387584,1.770187065465519,50.55592146551747,Compressor,0.0,153592.0,51848.0,normal,False,2
69.96195866329201,39.53408304894126,1.3318449772746777,48.59626664388575,Compressor,0.0,1048.0,6656.0,warn,False,1
55.21453063001201,21.624220225659585,1.707536254849542,47.03964310755648,Compressor,0.0,34914.0,56810.0,alert,True,0
77.14000494092092,31.184988314849317,1.809144651655354,50.745640620604966,Compressor,0.0,-120.0,3280.0,warn,False,5
70.06273156184419,48.08005732585135,1.3008306886556236,41.75932332589423,Compressor,0.0,36278.0,14502.0,normal,False,4
63.50635180386119,39.08540910287046,1.0790578248573284,60.41710198542629,Compressor,0.0,37296.0,10602.0,normal,False,3
88.31458765854353,29.27589611611817,1.582807562548361,51.80937827003999,Compressor,0.0,94104.0,52688.0,normal,False,2
76.25630933646,38.2402830868457,1.9818689385865536,61.058073034127965,Compressor,0.0,27787.0,19095.0,normal,False,1
58.85177812647586,32.55494356171456,1.9583138443614208,51.21297709222235,Compressor,0.0,21641.0,25108.0,alert,True,0
55.49072108888776,22.70379199097657,1.4649429279609845,59.892860763940895,Compressor,0.0,91552.0,47312.0,normal,False,8
62.33677475218574,51.43847854910919,1.14532054517879,58.18286758761509,Compressor,0.0,78926.0,14548.0,normal,False,7
78.69156064389273,37.95411022119924,1.7236931482367135,54.59033904906704,Compressor,0.0,44562.0,14762.0,normal,False,6
63.7134569492543,42.74799042099901,1.3401298928662475,63.393961224391575,Compressor,0.0,29735.0,18143.0,normal,False,5
79.9626681944714,21.274333450894964,1.7998218203625176,55.282607606644376,Compressor,0.0,704.0,6328.0,warn,False,4
69.79901248230348,39.05109397786316,1.9370849359482496,56.30305916457426,Compressor,0.0,1618.5,1079.5,normal,False,3
54.51039474946525,35.694088603701175,1.5064506477841528,52.70644886259964,Compressor,0.0,140020.0,48240.0,normal,False,2
73.37955554145026,35.57876173855345,1.2984538551229952,42.18651198429236,Compressor,0.0,155292.0,65524.0,normal,False,1
78.33922154548904,30.22405129263254,1.581042846323388,60.688892755441984,Compressor,0.0,26316.0,20443.0,alert,True,0
69.35861653407008,41.28276482408226,1.1259640978391663,48.41905963140809,Compressor,0.0,74338.0,42916.0,normal,False,4
61.607824767773614,36.8567571034283,1.8592451486585648,70.0795609586232,Compressor,0.0,79144.0,40016.0,normal,False,3
69.11637040794665,44.50170707310764,1.0451839136276488,60.349381631639325,Compressor,0.0,1082.0,2435.5,warn,False,2
63.54880245394876,45.79343239110964,1.243753304559549,59.35268755244199,Compressor,0.0,90552.0,46196.0,normal,False,1
41.57964466285572,43.65438668260546,0.6689191167549691,70.22023285439772,Compressor,1.0,71312.0,47474.0,normal,True,0
79.57932055215684,31.93600628413234,2.0644532979386114,54.42406763825703,Compressor,0.0,12420.5,20359.25,alert,True,0
66.82284903243766,38.20513310671869,2.053636486001902,54.87008967808156,Compressor,0.0,94884.0,40996.0,normal,False,14
64.18217966607946,24.998271792841592,0.878320631195323,68.8180183264015,Compressor,0.0,41810.0,21786.0,normal,False,13
71.35338347892291,38.40925247716948,1.2276883053308514,40.98700292379686,Compressor,0.0,10627.3,7502.97,normal,False,12
65.95602576816039,36.909903402330855,1.4637854651788584,65.96106515312923,Compressor,0.0,53596.0,39490.0,normal,False,11
55.87696298664709,18.741169885612923,0.8408618539850291,61.048699546987095,Compressor,0.0,84720.0,35588.0,normal,False,10
65.4111573713106,43.96773618891502,0.6499395655858691,48.83215474223602,Compressor,0.0,100544.0,50196.0,normal,False,9
72.5760085739813,27.81646411487816,1.7778656595515012,50.25866510288299,Compressor,0.0,-3172.0,4480.0,warn,False,8
76.12468794013603,35.82494340573764,2.0125673022787907,40.13080616767669,Compressor,0.0,94972.0,40844.0,normal,False,7
81.46030144142065,35.61214449794969,0.567080122398282,61.91006549750692,Compressor,0.0,97080.0,43512.0,normal,False,6
64.69498852389472,19.72642032818206,1.868764031733269,44.459844667533,Compressor,0.0,13400.0,23969.0,warn,False,5
71.4679301198555,40.1544840008656,1.1273033339811351,54.74391065156057,Compressor,0.0,100736.0,47756.0,normal,False,4
70.22465892812046,29.56444012065801,1.83255302576074,42.60370951531412,Compressor,0.0,99896.0,49376.0,normal,False,3
70.34152417488025,26.786996136926568,2.0375603744908783,41.098054267776575,Compressor,0.0,92336.0,46964.0,normal,False,2
61.4383015933825,35.173704147878745,1.4367369752356751,43.21379382463118,Compressor,0.0,61748.0,17050.0,normal,False,1
44.34147249486715,53.53012561905823,0.7141977522206039,18.15045574821545,Compressor,1.0,28667.0,15279.0,normal,True,0
50.35463961897075,29.66989290911367,0.5246163363142492,41.63244308897414,Compressor,0.0,10049.5,2823.5,normal,False,3
82.84095793948117,36.488547459764376,1.8456781905402624,46.01416335699138,Compressor,0.0,71720.0,23792.0,normal,False,2
66.52697711042157,24.397749024380477,1.0382997637374596,60.56258453447951,Compressor,0.0,26096.0,10620.0,normal,False,1
79.38283805975998,32.60243154668549,2.604023023771774,60.2038187417768,Compressor,0.0,1746.0,1317.5,alert,True,0
54.55062653323242,46.16081525201838,0.2370841570976958,59.84485002434656,Compressor,0.0,72130.0,43828.0,normal,False,1
67.30048103174836,35.28674635886439,1.09013432178057,35.35547944875185,Compressor,0.0,48284.0,41596.0,alert,True,0
119.3380767698758,50.99614182156636,0.5539206431606963,18.32083308702948,Compressor,1.0,72932.0,47042.0,normal,True,0
66.92191528861116,3.620797987053262,1.3383231652806422,70.55192742590714,Compressor,0.0,2436.0,4248.75,warn,False,2
70.26091050210833,27.02217370048979,1.9304550522707316,44.70887332725494,Compressor,0.0,10035.75,2895.75,normal,False,1
66.9151721154418,31.94695123669431,0.4782308230518821,42.22989769795096,Compressor,0.0,40478.0,30740.0,alert,True,0
73.4670997760492,56.05908963741999,1.7312739613988748,51.297757323276194,Compressor,0.0,24934.0,28983.0,alert,True,0
58.19187184691155,33.083553128503205,0.8703522240599809,55.5919643407834,Compressor,0.0,31296.0,77126.0,warn,False,5
63.24291920838388,30.7323804337928,1.6952421469371677,48.41583765331782,Compressor,0.0,38080.0,10572.0,normal,False,4
78.7231538002845,33.50850867342757,1.0666336646698436,46.25337690927823,Compressor,0.0,6684.12,5645.44,normal,False,3
52.06893547465423,33.45475820120337,1.4983211899800093,51.4583626624197,Compressor,0.0,66582.0,34510.0,normal,False,2
52.39191188019224,47.59317428825927,1.5482151897642522,54.83980161966191,Compressor,0.0,84412.0,53824.0,normal,False,1
86.68073998502453,48.15212767696593,3.97513097059836,60.72120281031776,Compressor,1.0,-895.5,-11182.0,warn,True,0
76.27606297561832,24.596398168624688,1.13380862720246,50.96933625730739,Compressor,0.0,86756.0,46692.0,normal,False,4
67.96538858919695,40.99950714355871,1.5271678297326965,58.17206517497548,Compressor,0.0,92588.0,48080.0,normal,False,3
66.64755918131974,47.35274130819237,1.3952358092414725,19.446820536804896,Compressor,0.0,73512.0,24608.0,normal,False,2
67.77525103221734,41.48731018092557,1.398778412908332,48.15837460457804,Compressor,0.0,44202.0,14115.0,normal,False,1
63.31855914461006,43.08303450626611,1.5563426000801868,41.83259133877088,Compressor,0.0,83226.0,61548.0,alert,True,0
77.46611364602157,29.718817061308197,2.0632589468428515,44.49855101651602,Compressor,0.0,41604.0,21582.0,normal,False,5
80.10839735020313,38.64962655321395,2.1325994439764746,38.06504413910848,Compressor,0.0,90022.0,42964.0,normal,False,4
62.32932544599699,32.310370106665886,2.248001584777763,48.08595383715984,Compressor,0.0,74992.0,44048.0,normal,False,3
69.89132862965027,30.383964482182375,1.8832518835027892,54.64619960345136,Compressor,0.0,82838.0,40266.0,normal,False,2
64.4169824605397,22.76180735912531,2.217532706001056,53.82007205452763,Compressor,0.0,79392.0,43888.0,normal,False,1
27.982235905864098,12.953819787084592,2.8213804350707634,69.82505853990267,Compressor,1.0,42175.0,13561.0,normal,True,0
73.73533683411769,41.96048173525987,1.2144149917814029,57.212190478619405,Compressor,0.0,78528.0,41216.0,normal,False,2
77.40824345420125,40.32702258965112,2.09091414697102,67.16540315877472,Compressor,0.0,680.0,4120.0,warn,False,1
64.64764788439432,32.296977796209546,1.6618775336157467,61.46579061315371,Compressor,0.0,14001.5,18075.0,alert,True,0
61.29272228356258,33.77533013592276,1.1357355618892575,53.289852789045966,Compressor,0.0,40105.0,5481.0,normal,False,12
50.044682195482615,25.51348071188044,1.8989259127391505,67.10658672590985,Compressor,0.0,25596.0,-7601.0,normal,False,11
74.52371796249734,31.519382067389472,1.917494713689293,17.044388200326914,Compressor,0.0,171184.0,23560.0,normal,False,10
55.51986099583756,34.37742851090822,1.7414649725887934,56.0928511641586,Compressor,0.0,88780.0,42410.0,normal,False,9
68.26928175716131,35.67098001408747,1.7515446266683312,43.45779738672241,Compressor,0.0,1747.5,1253.75,normal,False,8
64.04338705956508,20.48092936414875,2.254773431306316,37.60329560647519,Compressor,0.0,39542.0,5733.0,normal,False,7
56.28326302769534,40.57640783071781,1.956301157014872,51.77906259506201,Compressor,0.0,109744.0,48688.0,normal,False,6
95.89563642018614,42.54350895917787,1.768731043362601,43.20064055241585,Compressor,0.0,73688.0,45822.0,normal,False,5
81.90548594343596,34.25112781306907,1.6418392248494262,54.04962197591166,Compressor,0.0,29281.0,21128.0,normal,False,4
61.73888008285458,33.498387153007705,1.8182710190378335,45.23608603864456,Compressor,0.0,105392.0,50256.0,normal,False,3
65.73642403794457,26.872036550655768,1.4224689776507609,50.05721281099122,Compressor,0.0,2365.75,4390.0,warn,False,2
80.90183471020447,39.6696913585916,1.933789738753136,39.4441000738763,Compressor,0.0,103536.0,39176.0,normal,False,1
83.28933319535409,41.85726710738631,1.56821345903364,50.33454120201485,Compressor,0.0,24224.0,28934.0,alert,True,0
67.40408648636395,27.153695932691527,1.4530771918883167,55.80421940096241,Compressor,0.0,87608.0,42864.0,normal,False,7
62.8084668075758,37.22012687105512,1.793425769392434,38.96940735868986,Compressor,0.0,34186.7,16469.6,normal,False,6
71.20031326718261,33.60281643454697,1.2818549045029215,66.24191327722065,Compressor,0.0,65198.0,37804.0,normal,False,5
77.22381357827771,23.334295089449995,1.1350016642099618,46.08973682234445,Compressor,0.0,37340.0,20986.0,normal,False,4
65.33504620771802,37.147306189556495,2.067462140799599,45.04000744664687,Compressor,0.0,92176.0,47224.0,normal,False,3
74.36323669674032,39.86613733075352,1.4390771943444824,57.94544798213313,Compressor,0.0,61688.0,28644.0,normal,False,2
57.50179660410636,34.586297675517834,1.05942346882687,45.42445818618542,Compressor,0.0,41270.0,30442.0,normal,False,1
139.173253137236,20.277619347310285,4.35931906881483,76.62032936131872,Compressor,1.0,42422.0,30270.0,normal,True,0
50.90643912492708,42.56506742054104,1.2803911175890936,58.43383452990732,Compressor,0.0,98408.0,49918.0,normal,False,1
59.139454178819136,36.068523324287824,1.955246065971848,64.49309122868675,Compressor,0.0,40986.0,30920.0,alert,True,0
84.19603004513637,51.1084343571896,1.7373019615173806,48.1731023331868,Compressor,0.0,37613.0,10158.0,normal,False,6
90.46862195719558,29.77006376154426,0.936247876456752,63.48927506119083,Compressor,0.0,59456.0,12180.0,normal,False,5
71.84710474781083,28.398672802035698,1.5819757404474053,28.08014701475586,Compressor,0.0,30508.0,10012.0,normal,False,4
66.72337853402232,34.9591469437822,1.100128555944734,56.623463197532864,Compressor,0.0,71934.0,47368.0,normal,False,3
84.77530081055262,30.37430321424197,1.473758658844643,61.16564269113798,Compressor,0.0,948.0,5012.0,warn,False,2
68.18775826781896,39.563888688637526,2.1278387628705504,47.19362520686544,Compressor,0.0,74890.0,42092.0,normal,False,1
80.209212471145,57.95690047930479,1.5011857794384265,63.99219413866259,Compressor,1.0,77460.0,44304.0,normal,True,0
13.135595267101037,16.69843302014617,4.945521928256826,29.788237251452507,Compressor,1.0,88840.0,43424.0,normal,True,0
69.65449376046037,44.40808788158165,1.1468883229659617,47.34553621774497,Compressor,0.0,41402.0,44008.0,normal,False,11
